PC1,PC2,Name
-0.045447980245630494,7.321310694926635,F. Fazio
-4.919161044677439,3.1099468168964575,M. Hasebe
-2.406179299240223,5.191286737630417,Sidnei
-6.859284524184221,1.773627899051216,K. Trippier
-3.8747125353683405,4.04346307617502,M. Musacchio
-1.7954830819517344,5.213772040323414,C. Smalling
0.4363389844236346,7.336908802555224,K. Glik
-4.029715510083377,4.805488727775891,K. Vogt
-1.2791906223286311,6.02980447959296,D. Lovren
-2.737977300282839,4.678993134365408,D. Vida
-6.237883210229006,1.6006925359264723,Ismaily
-6.478369224340436,2.7128250353467838,F. Ghoulam
-2.362785260627004,5.301596402760697,S. Sané
-5.467055003075925,2.733982958358804,S. Vrsaljko
-6.388466254259656,1.2598001864968187,Welington Dano
-6.295398237498745,1.260403154750799,M. Nérez
-4.803180464191396,1.9126017714252925,A. Wan-Bissaka
-1.1165472305704554,5.561419217813255,I. Konaté
-3.749842764814213,3.756828274730594,T. Kehrer
-5.589550959356762,1.2817219393499713,A. Hakimi
-0.37235306223607956,6.283531901619601,D. Zagadou
-2.4909539098868487,4.487794389774121,J. Denayer
-2.804135948166925,4.068809394983982,L. Klostermann
-4.325352036540442,3.7230562405576424,A. Diallo
-4.42132436343965,3.3647594293750984,B. Pavard
-5.152987629208345,2.579653375856911,B. Chilwell
-5.357017647380551,2.2807551290551182,Junior Firpo
-2.9830871798759753,4.088906301448597,N. Stark
-7.295450849368367,1.015804705119575,Angeliño
-5.459729441179578,2.0165186865356928,Jonny
-5.799903594360519,1.6050424234931413,L. Dubois
-1.1408917493279949,5.333234609829872,L. Cabrera
-2.742603407599966,4.43926641815716,J. Murillo
-2.780295768645786,4.9874667244049,J. Tarkowski
-1.8936055593981178,5.267971290052647,J. Brooks
-4.7200518217009275,4.0221801130848105,S. Kolašinac
-5.013485066504243,4.006422020313145,F. Schär
-4.8039134052702845,1.8204112931608134,R. Aguilar
-0.35629868796974307,5.711457740688234,F. Balbuena
-3.4147537343627787,4.5393747430423685,S. Mustafi
-0.6905861429434091,5.609089904206799,G. Pezzella
-4.3716597955059635,3.535371626948638,D. da Costa
-1.3665868411652236,6.046062933964336,W. Boly
-5.494693578733584,2.589033708054113,B. Davies
-3.2740841007645316,4.42053178515262,Diego Carlos
-1.454258581163786,6.264583397319809,M. Sakho
-0.8308096809834875,5.479887546862635,Laguardia
-2.245859570263977,4.706843310820122,P. Jones
-5.449685409012011,2.924112835465887,S. Aurier
-5.63216782297633,2.2250628743774516,K. Lala
-4.877818031903649,2.7019247312825567,S. Arias
-3.5615153553317467,4.311803693176175,J. Veltman
-5.960120196577579,1.746721245800548,D. Zappacosta
-2.933611320324627,5.483078647527195,Dante
-6.033948105106689,2.889911615081747,M. Debuchy
-0.36427597576552867,6.573992163636678,M. Škrtel
-0.9868772950738424,5.244510587647331,J. Evans
-3.851466933436908,4.060239362315118,N. Moisander
-5.84912753512414,2.956466562907174,D. Criscito
-2.191658565631984,4.982361406906265,Marcano
-5.514201580416303,2.6452740137048587,Nacho Monreal
-5.888939045157358,2.492299708121025,S. Coleman
-5.884242703382989,3.165974294652474,Yuri Berchiche
-6.083273825394189,1.1144434245061703,Mariano
-2.578961765793673,5.032295433666508,O. Toprak
-7.786794514794428,1.8139403193965558,K. Asamoah
-4.821772183119924,2.336883444879767,Cote
-2.468061920491476,5.75052911934681,Maicon
-5.588230046052716,1.9110642548984822,Escudero
-5.351192927376892,2.8404543253476056,Mario Gaspar
-2.19513374166805,5.192708648443408,Víctor Ruiz
-6.808711692420159,1.8031009307066623,D. Caligiuri
-6.19274010548861,2.2710233853406385,Danilo
-1.5451759629413122,6.173397243376537,N. Pallois
-6.011872297609227,2.0555273032744927,D. Suárez
-6.354527443275601,0.8210025994502997,Mário Rui
-5.630136248119698,3.0845899671350407,J. Hector
-6.503984889997394,0.4342479337725668,Rubén Peña
-0.6679350132425776,4.603435592549929,L. Sigali
-2.3430426198244994,5.226872585193317,Raúl
-4.104359953985299,1.924745286918804,Maikel Catarino
-2.3227935518081018,4.9506018400043645,Antônio Chiamuloira
-2.196000334065113,4.842104042080967,D. Lenzado
-1.4291920596298797,5.060629307788105,Ferro
-0.7334793965660827,5.5416285272840184,J. Andersen
-1.0584228258536694,5.4815365870809565,I. Diop
-6.660055805454736,0.526957051395754,O. Zinchenko
-2.1469210987255853,4.316839182586178,N. Elvedi
-3.2863446327947714,4.005805339000913,G. Dzhikiya
-4.779377979580913,1.3393906234743533,Aarón Martín
-4.225319445612752,2.9222270631818485,Calero
-3.063599395430445,3.724875984957182,Rúben Vezo
-1.0394259729820354,5.754015754214672,Y. Mina
0.06286291349547843,5.988730043619794,J. Lascelles
-1.7687675144715234,4.794169164904566,K. Rekik
1.4515318210681745,6.775709881189207,G. Maripán
-3.8821930132152445,4.306259570076958,D. Dumfries
-1.8226192626425515,4.276709341744232,Bruno Viana
-0.7114157535487607,5.6040976580282695,A. Soumaoro
-4.25124977837642,2.443736761289972,R. Saravia
-2.6112495528150648,3.7782086390978895,Rafael Tolói
-0.23249678377524968,6.072610761438952,S. Duffy
-2.2856383104141607,5.297916494035996,F. Lejeune
-0.21866347970620056,6.29068798318852,L. Dunk
-1.0101235718632657,5.242431050915832,Pedro Mendes
-2.4352469458230934,3.8342238861510864,C. Hérelle
-2.7394567878437406,4.506428433753476,S. Deli
-3.1129518101284375,4.5649375444111895,M. Ngadeu
-1.5880064376085874,4.200396304690759,C. Kabasele
-4.771884065388158,2.826902731802795,M. Doherty
-2.916609928397386,4.2084983781321466,David López
-0.6889929657599776,6.5297656475717805,J. Vestergaard
0.31349771544331484,5.7742183155961495,N. Maksimović
-5.492940797884867,1.8525523941344368,Capa
-1.5091340113618632,4.228976294889458,Bastos
-4.016285654454583,3.886349258334759,J. Pinola
-3.0230090271870598,4.486769870012334,Hilton
-1.6049818032470107,5.612667340950363,A. Granqvist
-3.8526690894747437,4.139091328721847,T. Vermaelen
-2.9988630812485746,4.707827005969928,D. Abraham
-1.1601030547663735,5.392973041278383,A. Masiello
-4.761761703550614,2.7371247837147266,R. Bertrand
-5.676809620879928,2.1551126061949977,Coke
-2.788652743643984,4.40603918380081,H. Moreno
-0.2742168330671318,6.017330152980997,J. Tomkins
-0.3959386403239639,5.599326533416045,C. Zapata
-1.4177929652664842,5.173364449692739,D. Da Silva
-1.3145366260385816,5.990804761605254,Marcelo
-4.826017634733745,3.011836795173946,M. Cáceres
-5.311807906724623,2.82554814064745,J. Holebas
-3.0321007883963738,4.1389975285726885,D. Schwaab
-2.590643444676568,4.594783002585067,Daniel Carriço
-0.4463443281228686,5.831708617737236,B. Hübner
-6.482901213826804,2.041665279392296,Rafael
-1.9255447553231209,4.863186346504694,B. Mee
-5.859806768563599,1.9012247279071894,De Marcos
-4.871338091974185,2.138551915354549,N. Clyne
-0.7424662643440448,5.134080978184783,S. Cook
-5.23147155657229,1.2795633513525013,Jaume Costa
-3.7004680027555525,3.15467584103109,Hugo Mallo
-3.7334406971599696,3.952602940937279,B. Stambouli
-5.312986465101831,2.006101160440265,K. Malcuit
-4.148930834786813,4.211205794401162,M. Rojo
0.24965673440452943,6.055639862907433,Naldo
-3.3652910548803288,3.777648560113891,J. Gouweleeuw
-1.76354174008876,4.132057791602573,Álvaro
-1.496518905709523,4.928692309083264,Z. Feddal
-4.3024814856678155,3.018337282821445,H. Sakai
-5.488367360242308,1.8776011399228023,F. Fabra
-1.0330785699188938,5.704162333444785,C. Izquierdoz
-1.9898273859847213,4.893760334684519,A. Donatti
-4.702333579142652,1.8952339243313252,Marcelo Goiano
-5.843170199825466,-0.5883611314856451,Ronaldo Esler
-6.421678710189295,1.231948750180453,Everticinho
-5.741847645484085,-0.677147718572423,E. Guichón
-1.7126116654225825,1.4355537634431998,G. Quintana
-1.3015623871464148,4.585752928887395,D. Upamecano
-4.4102348327851235,1.969973873087906,D. Calabria
-1.3195712230986578,3.7099784115184016,Luiz Felipe
-6.765339636708986,0.5346123063888061,Y. Atal
-1.2887712129083342,4.298879498421191,Jorge Meré
-3.5534717958127437,3.1833572657119094,N. Mukiele
-5.052123839702373,2.4485063329222876,L. Martínez
-4.360543911185742,1.8708445793234696,Reguilón
-6.6596759848128695,0.6857826538776354,Renan Lodi
-4.515912360746315,2.298163148104155,J. Mæhle
-4.970511962199394,0.9598191779840349,N. Mazraoui
-5.568623597122839,0.3319199114315161,F. Bustos
-4.4405898410304685,2.5851197841878464,K. Mbabu
0.4136440134600371,4.694729837154798,J. Bednarek
-1.4627211136688647,3.677615440174267,Vallejo
-6.314939535489135,0.5015131407220439,M. Weiser
-5.296370538427653,1.011028004193483,Emerson
-2.9868192567800205,3.576673083188655,A. Djiku
-1.9694878324643856,3.923548866353206,Diego Llorente
-3.3515612898512077,3.495565577705464,K. Tete
-0.4147936920108574,5.3414257554991815,O. Colley
-0.3607033148790863,4.813341202306573,M. Diakhaby
-0.5642815027056419,4.994009636807839,C. Salcedo
-3.9076768208497312,3.5899161987215713,R. Bensebaini
-1.4664769207965012,4.007601058076091,Aritz Elustondo
-4.338188712500027,3.347242250518381,K. Ayhan
-5.192168398657858,1.5514303858775924,P. Max
-0.4054543455827114,4.526983470098831,B. Mechele
-5.533666240075335,1.3422137989010718,Wendell
0.5250110167605238,5.798068441228818,Pedro Henrique
-0.1500776761980033,5.886651454859771,C. Luyindama
-1.2306433793392852,4.647610545760488,S. Aziz
-3.3067331752339104,3.799729650013377,C. Piccini
-3.529368694161762,4.001298736270717,C. Coady
-0.4205038622465929,4.952048622281145,R. Knoche
-5.2447096139422005,1.534519550076029,S. Lainer
-5.260087343887481,2.229847745823138,M. Plattenhardt
-2.9052497339402925,4.067716715491483,R. Funes Mori
0.7114443904306365,6.528541465622609,Bruno
-5.607861348193854,2.2854223495853274,D. Sidibé
-1.3818773677982337,4.6367600527260056,Pablo
-6.1244266702251515,1.6680020378160303,L. Kurzawa
-4.94392244474008,2.3771944506651064,M. De Sciglio
-2.465204218067823,5.029862908534953,Iván Ramis
-5.067747982946048,1.5180137574732049,G. Clichy
-5.85651502523094,0.6862059772240185,A. Young
-0.8147441028764195,6.2020929309807755,R. Civelli
-1.1932350580899276,5.819655516091082,G. Cahill
-0.20294092486209922,5.202929896649603,Danilo
-6.712766895953769,1.1204401352964704,M. Layún
-1.75256915651391,4.500379247866821,Varela
-2.175005973899106,4.089189436711024,M. Suchý
0.4985294996375323,6.337954820352383,S. De Maio
-1.896555292925886,4.30425988518616,P. Aguilar
-6.450351475358314,1.2935594977427347,F. Delph
-1.2357774004179138,5.420383501362536,N. Subotić
-1.643404016440085,5.0615383936873855,A. Ogbonna
-5.105766441136701,2.7854462120328556,D. Janmaat
-2.985474436803881,4.15086617821739,A. Dragović
-4.128841461966279,3.2418184793481775,Arbilla
-0.4110984664116278,4.684650754593287,L. Tonelli
-0.15417439665115082,5.344929125560775,E. Bičakčić
-1.6195663465703367,4.076767922769766,Luís Neto
-2.855027107117079,3.208725117543551,V. Chiricheș
-5.168836704601591,2.088868322776043,S. Ristovski
-4.940994907591439,2.5224117348704134,Marçal
-4.773932823031356,1.6235864365770534,Nacho
-1.4412103016311175,4.8714392453322555,L. López
-6.2491117793222655,0.9758352538569104,M. Casco
-0.37979370193903844,5.504994434040725,J. Palomino
-6.393203460508682,2.396899642038582,Gazzolisco
-0.2601808138971581,5.498780868673359,Vieirundinho
-6.253224727220895,1.0155011572905206,S. Luna
1.2158316617689067,6.094819180292699,J. Monsario
-5.041452845391277,1.9852070302753904,K. Tierney
-0.18624798026307407,4.359464153358382,G. Mancini
-1.5717397119178766,4.3137014035320025,E. N'Dicka
-0.9063873505570856,3.9282637007707413,J. Koundé
-1.2933892276093673,5.426702042326235,F. Benković
-3.7007088401181463,2.3559724460291553,M. Çelik
-3.920375357059398,2.7359417771409014,M. Sarr
-3.9513648180327703,2.5049589051899925,E. Álvarez
-1.1117830986443398,4.003218545118026,R. Holding
-2.2759294165426063,3.8719297436382023,W. Anton
-0.4530690677745317,4.388999827859016,A. Franco
-1.0393510634342795,4.940910222398914,N. Milenković
1.3053844333312532,5.060902658497753,Unai Núñez
-1.0217069677484374,5.042255744240953,B. Engels
-1.1582114516735,5.003358864143861,D. Ćaleta-Car
-3.2861268971218176,2.742929788813051,F. Guilbert
-4.323851743891506,1.916576130985177,T. Hernández
0.7363936532859721,5.707533981339631,Y. Osorio
-5.32400048192444,1.0212752418377882,L. Augustinsson
-1.4269463530651096,4.417851782397838,Rúben Semedo
-0.9536017286628408,4.948164426142433,S. Gigot
-2.432039094624331,3.2794394563285696,Rubén Duarte
-2.1478768407945297,4.6598316299521825,A. Barboza
-3.512145971562835,3.4992029920474006,S. Denswil
0.9136062199269809,5.344065282659468,Wallace
-2.300553436085114,3.6478169583479674,D. Reyes
-1.1940502130766468,4.719991449797173,N. Araújo
-4.363013708949514,2.6809358950912605,C. Taylor
0.33369670016055075,5.470024802050753,S. Kverkvelia
-1.4486407079562607,4.594209566245086,R. Khedira
-5.838101649191103,0.4175631713091398,A. Masuaku
-4.681118041310108,1.168052062225481,D. Yedlin
-1.7684302420969213,4.120356453538362,A. Briançon
-1.6099906697628572,3.641515263299854,Bustinza
-5.112291913935498,0.746316577490714,Dalbert
0.35431981131827567,5.033875901268061,Pablo Santos
-4.756759237288581,2.070567790619509,V. Coufal
-1.2788072569379514,4.582041607389071,E. Mangala
-0.9381954479416942,5.232037014295675,D. Heintz
-5.367398112609432,2.375042337596082,S. Widmer
-0.7926305593224114,4.997909621454256,M. Jørgensen
-2.698590921814383,3.998285876384636,T. Kolodziejczak
-0.7555927849182759,5.120024496601608,P. Jansson
-5.884142789659557,0.8919392463129286,Cédric
-5.270013272677787,0.9194279755123423,Alberto Moreno
-0.22721671980237768,4.665504413806236,Paulo Oliveira
-6.2731881735632715,0.24083397780387927,Ricardo Esgaio
1.87795382477263,6.3760792650597375,Y. Gómez Andrade
0.35916346843034924,4.810288280003263,P. Jagielka
-5.430460397558792,3.6098219642437765,B. Schweinsteiger
-4.021506832585213,2.475863241448481,H. Kaldırım
-1.3863591521351322,4.9509986756124515,R. Klavan
-5.215480944017199,2.36945679859893,O. Wendt
-6.480428297580472,1.116881929770724,Y. Zhirkov
-5.5591904669547745,1.8490218010020807,Léo Matos
-5.121122281555666,2.383320747339573,D. Basta
-1.5381556586671916,4.71612811601125,S. Bocchetti
-0.8030103020087961,5.182247769031563,J. Maidana
1.8382961371565498,6.505094074894737,S. Bamba
-0.20693037868653757,5.413228195189808,W. Reid
-0.2621780072549192,5.636822995361989,D. Chygrynskyi
-1.8804768152683244,3.8590980100749412,F. Lustenberger
-7.071743499288586,-0.200762203057273,Vieirinha
-0.2592702441823819,5.11242368738644,C. Cathcart
-5.003357412046547,1.6987040293464082,R. Rosales
-3.1105746522661764,3.6626070380688356,F. Roncaglia
-0.2316705478403322,5.189843891244738,K. Papadopoulos
-4.394462535671673,2.9521509485256314,M. Lang
-1.8014036252738057,4.9243181806834855,N. Sánchez
-6.013752422711022,0.5175888791126778,P. van Aanholt
-4.371441399528263,2.577738086155788,T. Gebre Selassie
-1.5134163839054557,4.539545255866775,Kiko Olivas
-5.885733249475279,0.04519144083463756,Diogo Viana
-3.770537757622583,3.470618682752712,M. Schmelzer
-4.2462005655755775,2.902052318606945,Miguel Lopes
-5.460858633765445,1.513938405304234,A. Cresswell
-4.775783094619589,0.586465118779979,Kiko Femenía
-2.7682902528050475,4.0949850202898,T. Jantschke
-3.4554042583579303,3.882155454835331,K. Théophile-Catherine
-4.678961301288838,1.6515227931079646,A. Smith
-5.652045519677336,0.24257661646332349,Júnior Caiçara
-3.220214744700338,3.4909853241037223,N. Viergever
-5.378342462084967,1.0031182233715685,Montoya
-2.0718568393676313,3.961228484465053,Mexer
-0.09228653215305828,5.129833623490634,D. Boyata
-0.39577289745593836,4.591599973465107,Raúl Navas
-0.9101067201919881,4.813690029340108,C. Schindler
-1.247684097309631,5.024133034282969,Juan Jesus
0.6764764569102955,5.991523696734236,F. Fernández
-5.545117317659272,1.0892476883477133,Aleix Vidal
-5.0950921871372215,2.1615215453664676,J. Bořil
-5.606799765986494,0.6016368073490701,Toño García
-0.014999591788840434,6.005187966736774,Y. Abdelhamid
-0.8257893779984596,4.281973312759975,G. González
-0.6683786702759728,5.925793235655393,D. Siovas
-4.366256571108354,2.0204018768108,E. Mena
-1.0012223516353367,4.601846779900207,O. Duarte
-4.483552675766916,2.7266119359588057,Sequeira
-4.033373501517693,2.086548573440728,Alexo Baia
-0.3145634079634947,5.33030834455587,Juli Freitinho
-1.884826307496695,4.8383454814332065,Eltildo Correia
-6.493470423937713,0.2213030383652185,Andeson Trigo
-4.5152198857891515,1.4483856384803666,Victildinho
-0.3982736197486027,5.2522165109641215,Davi Parrela
-1.180321347954185,4.668868732521261,Rafael Cachoira
-1.7782562858349933,4.724747604156661,G. Ichazo
-0.21824004111771164,5.72060580404932,A. Aguilmera
-5.387641421541689,1.0155208037284809,K. Berlaso
-3.3943556155366394,2.3431670798325674,B. Kamara
-5.048428992837148,2.001262987456625,Diogo Dalot
-1.0068995366251137,3.8179481603846592,P. Retsos
-4.7702758071610925,0.07124994805925215,A. Maitland-Niles
-3.54290683430021,2.551279313328931,L. Martínez Quarta
-0.7681211566357494,4.354293481383095,J. Lucumi
0.6708894249461071,5.560464272154121,Ivanildo Fernandes
-4.802435202148902,1.2501658482147235,B. Henrichs
-0.35708226057996145,4.748834826866062,K. Omeruo
-1.9742722937788175,3.81768720078103,T. Jedvaj
-3.817427652159083,1.4263072946411182,Y. Koné
-4.191691881311609,2.176162747550882,G. Montiel
-5.422361965038008,1.0892512319611591,M. Saracchi
1.5558202935998462,5.308065173991322,M. Burda
-1.0516134438144222,4.50667407687688,M. Kempf
-1.0048591041391508,3.9369947341126643,K. Akpoguma
0.058626254003129735,4.739007493337303,G. Conti
-0.71066891584667,4.464286383746558,M. Veljković
-2.5468914553975495,2.960690620427754,M. Holgate
0.09558820891597385,5.097915426914766,E. Velázquez
-1.6121618274439404,4.356563864176699,M. Niakhaté
-3.256933956021434,1.403145254624789,F. Sacko
-3.6207451946021547,2.534647801958027,K. Amian
0.3801506364636365,5.073449977581149,J. Gnagnon
-0.8785650112393779,3.773571252981232,F. Uduokhai
-4.707395207489687,1.3277746581851253,G. Konan
-0.3709360952745597,4.497011564600225,E. Cabaco
-4.6472760051310065,1.499475829347681,T. Foket
-2.8717962411013853,2.229816137555106,T. Kędziora
-5.944743724823463,0.36875205945725265,L. Olaza
-1.63272488226823,4.1622874898233935,A. Long
-4.651476367054727,1.841029165785595,R. Karsdorp
0.1618228484865079,4.866360319011822,T. Baumgartl
-5.51601679307747,1.3238355168914806,M. Wolf
-2.039330843591309,2.954161652683286,F. Ricca
-3.069016908712539,2.5697365195284494,Bernardo
-0.3699726614399816,4.815214097671255,Marcão
-4.084111806953038,2.6275096302659917,D. Bronn
-2.276170066968235,1.7539655086546242,Martín
1.572608283295611,5.668770774276138,Rodrigo Ely
-3.1212023059377767,3.086517927457738,T. Kongolo
-6.2772790503371825,0.05497873560603183,V. Lazaro
0.7967281805023263,5.166581259829156,W. Troost-Ekong
-1.1337566918100495,4.566350925965789,W. Hoedt
-1.5303828768411167,3.8633118887398763,G. Shoji
-2.79100935425549,3.7317529614399163,L. González Pirez
-5.0098261777162545,1.6238811299919456,K. Stafylidis
-5.5299235159883215,1.9117622218256332,J. Willems
-5.664809213007573,1.6510128719312618,Clinton Mata
-5.045665569712555,-0.7970680946559089,Álex Moreno
-3.2608140926938702,1.4213344516119646,C. Borja
-5.344131610778965,1.3360943495862307,Rodrigo
-5.23220501721193,1.1496390623931565,J. Svensson
-4.407696615945335,2.2223478367371827,C. Biraghi
-0.8821124355185794,4.297308582511815,K. Djidji
-2.4303996477253076,1.7328806838107704,J. Brenet
-3.3723937697577746,3.238419934957234,André Ramalho
-4.599337215807601,0.7575658867953444,R. Haps
-0.23183028434892108,4.80979555207728,L. Magallán
-0.6526044786264836,4.624300603221758,Jemerson
-4.331125228395276,2.4720750970666487,K. Laifis
-1.213833653925305,4.597017576266191,C. Clark
-1.5712076281708025,4.577983990828382,M. Kelly
1.2069079048087268,5.654770964480762,S. Dewaest
-1.4468984032680836,4.389157939699949,T. Kádár
-5.069183931947359,0.982862638840503,O. Elabdellaoui
-5.902373761082377,0.6246235176009601,J. Tavernier
-2.131515304169309,3.7159082732126794,P. Dummett
-5.044048962217203,0.4889876147743169,B. Sarr
-0.5136250879117534,4.603025341865411,S. Kryvtsov
0.431979132519608,5.558372273986517,S. Mitrović
-3.7511694722924567,2.783504786229318,C. Günter
1.8740537959240218,6.391787564433183,A. Hegazi
-5.0327829323709645,0.9801002089041152,J. Mojica
-3.4671862010749246,1.8162981857018297,Y. Sabaly
-1.224673374732292,4.280365697955896,M. Mevlja
-4.425954746171513,1.5783424102525374,H. Traoré
-1.4916860641922567,3.1471026035981056,Zaldúa
-1.9164197211119243,4.516124929799781,S. Francis
2.262288068954279,7.0497337094236165,W. Morgan
-2.6754068698969955,3.806080012029441,J. Morel
-4.3709279488510555,3.5579587999983553,P. Zabaleta
-5.519357622447536,1.3336225749553223,G. Gönül
1.087504446826872,5.483228606280289,S. Dann
-6.398606845053254,1.0520678832175268,L. Baines
-0.5953064512718914,4.952744361824192,D. Congré
-0.2990925527222999,5.253797649179349,G. Cabral
-3.816569989919511,2.688475565561127,Barragán
